"","aged","bwtr14"
"5317",0,1
"5318",2,3
"5319",115,8
"5320",1,7
"5321",25,3
"5322",227,9
"5323",0,1
"5324",61,4
"5325",10,5
"5326",36,3
"5327",0,3
"5328",109,2
"5329",12,2
"5330",0,2
"5331",0,2
"5332",0,2
"5333",0,1
"5334",0,1
"5335",0,1
"5336",46,2
"5337",169,8
"5338",0,1
"5339",73,10
"5340",0,7
"5341",31,9
"5342",164,10
"5343",0,1
"5344",0,2
"5345",0,2
"5346",0,1
"5347",0,1
"5348",111,6
"5349",277,11
"5350",86,10
"5351",7,2
"5352",0,7
"5353",0,3
"5354",92,8
"5355",15,5
"5356",0,1
"5357",5,5
"5358",0,6
"5359",122,2
"5360",255,9
"5361",0,1
"5362",0,1
"5363",17,4
"5364",0,1
"5365",0,2
"5366",0,3
"5367",2,4
"5368",85,9
"5369",0,1
"5370",1,3
"5371",0,5
"5372",0,2
"5373",0,2
"5374",3,3
"5375",20,2
"5376",0,1
"5377",0,2
"5378",4,2
"5379",6,6
"5380",0,1
"5381",0,1
"5382",9,6
"5383",0,1
"5384",0,3
"5385",98,9
"5386",0,1
"5387",0,9
"5388",148,8
"5389",2,4
"5390",0,1
"5391",7,7
"5392",4,2
"5393",1,3
"5394",103,8
"5395",0,1
"5396",0,7
"5397",26,6
"5398",87,8
"5399",261,11
"5400",0,2
"5401",0,1
"5402",0,1
"5403",20,7
"5404",130,3
"5405",6,2
"5406",2,2
"5407",57,9
"5408",49,8
"5409",0,2
"5410",57,8
"5411",0,1
"5412",76,7
"5413",0,1
"5414",11,2
"5415",0,1
"5416",152,8
"5417",0,1
"5418",27,9
"5419",0,14
"5420",106,11
"5421",0,1
"5422",0,3
"5423",0,1
"5424",1,6
"5425",79,9
"5426",11,2
"5427",0,1
"5428",197,5
"5429",0,1
"5430",1,7
"5431",0,1
"5432",1,2
"5433",0,1
"5434",3,2
"5435",6,3
"5436",149,9
"5437",68,4
"5438",0,1
"5439",0,9
"5440",62,8
"5441",11,8
"5442",0,1
"5443",35,2
"5444",186,8
"5445",21,8
"5446",0,1
"5447",54,9
"5448",0,1
"5449",0,5
"5450",38,9
"5451",0,2
"5452",101,8
"5453",0,2
"5454",40,6
"5455",3,8
"5456",0,4
"5457",0,2
"5458",0,1
"5459",0,3
"5460",46,9
"5461",34,2
"5462",0,1
"5463",0,1
"5464",0,1
"5465",0,1
"5466",11,7
"5467",0,1
"5468",226,8
"5469",27,11
"5470",6,7
"5471",0,1
"5472",0,1
"5473",164,7
"5474",90,8
"5475",0,1
"5476",0,1
"5477",205,9
"5478",7,7
"5479",0,1
"5480",40,8
"5481",60,5
"5482",0,1
"5483",0,2
"5484",0,1
"5485",0,6
"5486",8,6
"5487",5,2
"5488",166,5
"5489",126,8
"5490",99,8
"5491",33,9
"5492",2,1
"5493",0,1
"5494",6,2
"5495",26,8
"5496",0,1
"5497",303,9
"5498",130,4
"5499",0,1
"5500",142,9
"5501",33,3
"5502",2,2
"5503",108,10
"5504",42,9
"5505",74,8
"5506",2,3
"5507",222,9
"5508",0,1
"5509",3,1
"5510",0,1
"5511",0,4
"5512",0,2
"5513",0,1
"5514",0,10
"5515",0,2
"5516",0,1
"5517",0,1
"5518",115,10
"5519",0,10
"5520",3,8
"5521",263,9
"5522",218,9
"5523",18,3
"5524",5,2
"5525",272,8
"5526",7,2
"5527",0,7
"5528",122,7
"5529",161,1
"5530",47,8
"5531",1,2
"5532",12,8
"5533",114,7
"5534",149,1
"5535",0,2
"5536",0,1
"5537",0,1
"5538",36,6
"5539",0,1
"5540",2,2
"5541",0,1
"5542",15,6
"5543",18,3
"5544",0,2
"5545",326,10
"5546",9,1
"5547",295,8
"5548",19,8
"5549",0,1
"5550",74,9
"5551",24,9
"5552",273,9
"5553",11,4
"5554",27,1
"5555",15,2
"5556",18,9
"5557",2,10
"5558",9,4
"5559",0,2
"5560",27,6
"5561",108,9
"5562",302,5
"5563",0,10
"5564",257,3
"5565",0,1
"5566",18,8
"5567",10,2
"5568",93,9
"5569",4,8
"5570",0,2
"5571",267,9
"5572",4,6
"5573",3,2
"5574",0,4
"5575",42,10
"5576",0,1
"5577",212,11
"5578",241,8
"5579",0,1
"5580",0,1
"5581",2,2
"5582",105,6
"5583",73,7
"5584",22,2
"5585",146,9
"5586",167,6
"5587",4,8
"5588",0,1
"5589",0,2
"5590",2,1
"5591",0,2
"5592",8,2
"5593",1,2
"5594",2,8
"5595",0,9
"5596",26,8
"5597",145,6
"5598",67,9
"5599",10,8
"5600",261,6
"5601",245,8
"5602",0,1
"5603",0,2
"5604",9,8
"5605",0,1
"5606",0,1
"5607",0,1
"5608",0,1
"5609",0,2
"5610",4,11
"5611",1,2
"5612",0,3
"5613",1,4
"5614",12,8
"5615",5,8
"5616",92,10
"5617",4,8
"5618",0,3
"5619",53,9
"5620",26,2
"5621",20,2
"5622",3,8
"5623",0,1
"5624",63,3
"5625",2,2
"5626",164,9
"5627",21,12
"5628",179,5
"5629",0,2
"5630",277,9
"5631",15,7
"5632",135,11
"5633",0,8
"5634",165,10
"5635",43,9
"5636",50,10
"5637",22,2
"5638",4,7
"5639",3,9
"5640",1,8
"5641",16,3
"5642",106,7
"5643",0,1
"5644",0,9
"5645",333,9
"5646",0,1
"5647",25,4
"5648",2,7
"5649",0,1
"5650",0,9
"5651",0,1
"5652",45,7
"5653",76,7
"5654",0,1
"5655",0,1
"5656",111,6
"5657",0,1
"5658",0,1
"5659",0,7
"5660",0,7
"5661",0,1
"5662",213,7
"5663",0,1
"5664",30,1
"5665",0,6
"5666",88,11
"5667",20,4
"5668",12,2
"5669",161,5
"5670",0,6
"5671",0,2
"5672",0,2
"5673",0,9
"5674",0,1
"5675",38,9
"5676",19,7
"5677",0,2
"5678",20,3
"5679",0,1
"5680",42,9
"5681",0,9
"5682",16,1
"5683",1,2
"5684",0,1
"5685",29,9
"5686",188,4
"5687",156,4
"5688",0,1
"5689",28,2
"5690",34,8
"5691",2,7
"5692",12,2
"5693",108,8
"5694",0,1
"5695",0,3
"5696",0,1
"5697",109,8
"5698",67,8
"5699",333,6
"5700",317,9
"5701",156,10
"5702",93,10
"5703",55,6
"5704",0,1
"5705",173,2
"5706",42,3
"5707",91,8
"5708",0,7
"5709",11,9
"5710",0,1
"5711",153,2
"5712",68,9
"5713",0,2
"5714",18,3
"5715",1,4
"5716",0,2
"5717",22,3
"5718",2,8
"5719",0,3
"5720",9,2
"5721",0,1
"5722",47,2
"5723",29,3
"5724",1,8
"5725",0,2
"5726",59,8
"5727",0,2
"5728",64,8
"5729",66,6
"5730",13,2
"5731",49,9
"5732",199,10
"5733",129,8
"5734",0,10
"5735",21,1
"5736",60,9
"5737",289,7
"5738",19,9
"5739",81,3
"5740",1,1
"5741",32,2
"5742",5,9
"5743",0,9
"5744",20,4
"5745",0,1
"5746",38,9
"5747",0,2
"5748",266,4
"5749",100,9
"5750",60,8
"5751",0,1
"5752",1,10
"5753",0,2
"5754",65,8
"5755",0,2
"5756",40,6
"5757",0,7
"5758",0,1
"5759",48,4
"5760",0,2
"5761",20,2
"5762",7,8
"5763",317,9
"5764",0,6
"5765",124,6
"5766",11,3
"5767",0,2
"5768",34,3
"5769",0,6
"5770",18,9
"5771",41,2
"5772",0,1
"5773",0,1
"5774",0,1
"5775",0,1
"5776",7,9
"5777",0,2
"5778",258,9
"5779",45,9
"5780",217,10
"5781",0,2
"5782",0,2
"5783",0,1
"5784",0,2
"5785",31,8
"5786",176,9
"5787",0,2
"5788",0,1
"5789",12,9
"5790",1,8
"5791",2,4
"5792",27,9
"5793",361,8
"5794",66,9
"5795",12,8
"5796",0,2
"5797",3,8
"5798",16,8
"5799",109,9
"5800",0,2
"5801",3,7
"5802",0,2
"5803",0,6
"5804",0,1
"5805",109,9
"5806",188,6
"5807",69,8
"5808",9,11
"5809",0,2
"5810",9,2
"5811",19,2
"5812",3,6
"5813",0,7
"5814",0,1
"5815",1,1
"5816",82,8
"5817",105,6
"5818",1,1
"5819",2,2
"5820",0,5
"5821",149,8
"5822",6,10
"5823",180,9
"5824",38,10
"5825",2,3
"5826",21,3
"5827",56,9
"5828",45,10
"5829",198,8
"5830",160,8
"5831",0,2
"5832",132,9
"5833",16,7
"5834",45,9
"5835",4,4
"5836",25,10
"5837",2,2
"5838",0,1
"5839",0,6
"5840",0,1
"5841",3,7
"5842",216,10
"5843",118,10
"5844",173,6
"5845",89,9
"5846",31,9
"5847",0,9
"5848",0,2
"5849",16,7
"5850",22,9
"5851",0,1
"5852",31,6
"5853",261,6
"5854",209,8
"5855",0,6
"5856",0,1
"5857",0,9
"5858",0,2
"5859",30,3
"5860",110,8
"5861",0,3
"5862",100,8
"5863",91,8
"5864",0,6
"5865",49,7
"5866",0,1
"5867",8,8
"5868",0,2
"5869",0,1
"5870",0,1
"5871",87,7
"5872",82,7
"5873",0,2
"5874",100,8
"5875",4,2
"5876",0,1
"5877",0,7
"5878",84,8
"5879",0,1
"5880",7,9
"5881",301,8
"5882",0,1
"5883",32,5
"5884",83,9
"5885",217,9
"5886",0,2
"5887",5,3
"5888",0,1
"5889",132,7
"5890",62,9
"5891",128,8
"5892",16,8
"5893",0,2
"5894",7,7
"5895",66,8
"5896",0,1
"5897",0,1
"5898",0,1
"5899",192,7
"5900",1,9
"5901",48,7
"5902",0,2
"5903",96,6
"5904",36,9
"5905",74,5
"5906",0,1
"5907",0,2
"5908",0,1
"5909",91,2
"5910",25,5
"5911",15,4
"5912",149,8
"5913",30,9
"5914",0,1
"5915",4,6
"5916",8,3
"5917",0,2
"5918",0,1
"5919",1,2
"5920",15,2
"5921",9,2
"5922",247,9
"5923",23,6
"5924",32,9
"5925",1,10
"5926",175,9
"5927",15,6
"5928",24,7
"5929",11,2
"5930",0,1
"5931",0,1
"5932",26,1
"5933",12,8
"5934",9,9
"5935",0,2
"5936",0,6
"5937",127,2
"5938",4,8
"5939",0,2
"5940",53,9
"5941",53,8
"5942",0,2
"5943",0,1
"5944",0,1
"5945",13,6
"5946",0,1
"5947",148,7
"5948",8,9
"5949",188,7
"5950",0,1
"5951",3,7
"5952",1,7
"5953",48,4
"5954",105,9
"5955",1,3
"5956",263,9
"5957",45,6
"5958",0,7
"5959",0,7
"5960",0,1
"5961",102,7
"5962",113,9
"5963",67,9
"5964",0,5
"5965",91,2
"5966",0,1
"5967",0,3
"5968",0,1
"5969",214,2
"5970",0,1
"5971",198,7
"5972",5,8
"5973",41,10
"5974",144,9
"5975",0,1
"5976",0,1
"5977",7,2
"5978",49,2
"5979",9,6
"5980",0,6
"5981",16,3
"5982",23,9
"5983",13,1
"5984",15,8
"5985",0,1
"5986",0,1
"5987",0,1
"5988",9,7
"5989",0,4
"5990",0,4
"5991",2,1
"5992",0,1
"5993",6,1
"5994",17,8
"5995",48,10
"5996",153,10
"5997",101,8
"5998",4,7
"5999",11,1
"6000",17,2
"6001",0,2
"6002",0,6
"6003",0,2
"6004",0,1
"6005",37,7
"6006",20,1
"6007",67,8
"6008",13,9
"6009",20,8
"6010",0,7
"6011",5,8
"6012",1,6
"6013",0,2
"6014",0,1
"6015",110,8
"6016",0,1
"6017",2,2
"6018",0,2
"6019",0,1
"6020",156,8
"6021",2,4
"6022",188,6
"6023",188,5
"6024",20,2
"6025",53,7
"6026",1,3
"6027",0,1
"6028",179,10
"6029",0,2
"6030",178,2
"6031",10,7
"6032",5,3
"6033",207,9
"6034",0,1
"6035",0,1
"6036",98,2
"6037",0,2
"6038",65,10
"6039",10,5
"6040",0,1
"6041",0,1
"6042",59,9
"6043",0,1
"6044",0,1
"6045",0,1
"6046",0,6
"6047",3,10
"6048",0,1
"6049",0,1
"6050",0,1
"6051",2,2
"6052",139,6
"6053",0,9
"6054",84,7
"6055",0,1
"6056",76,8
"6057",12,3
"6058",56,8
"6059",0,2
"6060",8,2
"6061",0,1
"6062",5,1
"6063",176,2
"6064",0,7
"6065",0,2
"6066",5,9
"6067",1,5
"6068",142,3
"6069",0,1
"6070",52,9
"6071",8,5
"6072",100,9
"6073",0,1
"6074",1,2
"6075",1,6
"6076",78,9
"6077",0,1
"6078",7,1
"6079",1,7
"6080",5,8
"6081",29,9
"6082",0,2
"6083",0,1
"6084",2,3
"6085",0,5
"6086",7,2
"6087",0,3
"6088",236,8
"6089",95,7
"6090",51,1
"6091",14,1
"6092",48,7
"6093",2,10
"6094",43,9
"6095",77,1
"6096",38,2
"6097",318,9
"6098",42,2
"6099",4,10
"6100",76,2
"6101",15,4
"6102",2,9
"6103",9,2
"6104",186,2
"6105",0,1
"6106",79,8
"6107",108,6
"6108",10,4
"6109",29,9
"6110",84,9
"6111",92,9
"6112",0,1
"6113",163,3
"6114",138,8
"6115",115,1
"6116",108,7
"6117",27,6
"6118",74,9
"6119",2,2
"6120",29,8
"6121",82,10
"6122",0,1
"6123",9,4
"6124",76,3
"6125",0,8
"6126",11,2
"6127",17,5
"6128",123,4
"6129",0,1
"6130",7,5
"6131",22,5
"6132",1,4
"6133",0,2
"6134",80,5
"6135",32,3
"6136",201,8
"6137",0,11
"6138",0,3
"6139",0,1
"6140",37,8
"6141",109,10
"6142",14,7
"6143",2,2
"6144",106,2
"6145",33,5
"6146",0,6
"6147",0,1
"6148",0,1
"6149",12,7
"6150",121,8
"6151",15,2
"6152",0,1
"6153",30,2
"6154",0,5
"6155",71,2
"6156",0,1
"6157",10,10
"6158",9,2
"6159",1,2
"6160",0,1
"6161",0,9
"6162",137,3
"6163",0,1
"6164",0,2
"6165",0,1
"6166",0,8
"6167",87,8
"6168",105,5
"6169",0,4
"6170",6,3
"6171",288,7
"6172",3,8
"6173",33,2
"6174",20,7
"6175",121,9
"6176",180,7
"6177",9,10
"6178",10,2
"6179",1,7
"6180",16,10
"6181",193,2
"6182",148,10
"6183",150,9
"6184",0,1
"6185",112,10
"6186",0,4
"6187",123,8
"6188",118,10
"6189",7,2
"6190",0,2
"6191",0,5
"6192",17,9
"6193",0,1
"6194",1,6
"6195",49,10
"6196",0,2
"6197",64,2
"6198",0,1
"6199",0,1
"6200",245,7
"6201",0,9
"6202",0,2
"6203",0,2
"6204",15,9
"6205",13,7
"6206",0,3
"6207",0,1
"6208",131,8
"6209",0,2
"6210",106,6
"6211",42,2
"6212",1,8
"6213",3,2
"6214",87,5
"6215",0,1
"6216",6,1
"6217",120,4
"6218",362,10
"6219",51,9
"6220",0,6
"6221",101,8
"6222",7,2
"6223",79,9
"6224",10,7
"6225",2,2
"6226",200,7
"6227",63,8
"6228",48,10
"6229",0,1
"6230",88,7
"6231",0,1
"6232",0,2
"6233",4,2
"6234",0,1
"6235",0,2
"6236",0,1
"6237",0,1
"6238",1,1
"6239",48,2
"6240",0,1
"6241",27,9
"6242",0,2
"6243",4,7
"6244",0,6
"6245",2,2
"6246",23,2
"6247",0,1
"6248",83,8
"6249",0,1
"6250",35,3
"6251",45,8
"6252",43,8
"6253",127,8
"6254",0,2
"6255",0,1
"6256",0,1
"6257",12,3
"6258",268,11
"6259",10,9
"6260",198,10
"6261",4,4
"6262",5,1
"6263",0,1
"6264",7,3
"6265",15,2
"6266",86,8
"6267",12,7
"6268",1,2
"6269",0,2
"6270",0,2
"6271",0,1
"6272",0,2
"6273",25,3
"6274",0,2
"6275",25,2
"6276",28,8
"6277",0,4
"6278",1,2
"6279",5,6
"6280",1,2
"6281",228,8
"6282",75,8
"6283",0,9
"6284",39,2
"6285",6,7
"6286",14,4
"6287",19,9
"6288",0,1
"6289",52,8
"6290",0,2
"6291",63,7
"6292",0,4
"6293",94,8
"6294",0,1
"6295",33,2
"6296",0,10
"6297",9,5
"6298",0,2
"6299",6,2
"6300",12,2
"6301",46,11
"6302",0,2
"6303",188,8
"6304",0,2
"6305",0,9
"6306",208,8
"6307",22,9
"6308",20,2
"6309",18,2
"6310",0,1
"6311",10,2
"6312",37,2
"6313",10,10
"6314",0,5
"6315",54,7
"6316",0,3
"6317",23,1
"6318",0,1
"6319",16,1
"6320",29,3
"6321",0,1
"6322",28,8
"6323",1,5
"6324",9,2
"6325",11,7
"6326",235,1
"6327",0,2
"6328",14,2
"6329",17,9
"6330",84,8
"6331",10,2
"6332",0,1
"6333",0,1
"6334",6,1
"6335",0,1
"6336",0,7
"6337",0,2
"6338",0,1
"6339",10,2
"6340",31,10
"6341",7,2
"6342",10,3
"6343",2,1
"6344",2,2
"6345",0,7
"6346",0,1
"6347",0,1
"6348",0,6
"6349",0,3
"6350",0,3
"6351",106,5
"6352",0,6
"6353",77,5
"6354",142,6
"6355",130,8
"6356",0,3
"6357",2,2
"6358",15,6
"6359",59,6
"6360",0,2
"6361",7,3
"6362",0,1
"6363",0,3
"6364",0,1
"6365",0,2
"6366",15,9
"6367",3,7
"6368",74,10
"6369",148,9
"6370",150,2
"6371",33,11
"6372",0,2
"6373",0,2
"6374",86,12
"6375",226,10
"6376",0,1
"6377",0,1
"6378",0,1
"6379",0,2
"6380",1,8
"6381",106,8
"6382",0,1
"6383",0,1
"6384",0,1
"6385",0,1
"6386",0,1
"6387",0,2
"6388",126,9
"6389",95,8
"6390",2,3
"6391",68,7
"6392",0,1
"6393",0,6
"6394",0,1
"6395",11,9
"6396",0,8
"6397",0,1
"6398",261,9
"6399",0,1
"6400",0,1
"6401",1,8
"6402",6,9
"6403",11,9
"6404",9,9
"6405",5,10
"6406",0,3
"6407",1,2
"6408",1,4
"6409",1,1
"6410",45,2
"6411",159,2
"6412",0,1
"6413",117,8
"6414",136,9
"6415",0,2
"6416",18,10
"6417",18,10
"6418",103,7
"6419",1,9
"6420",85,8
"6421",12,3
"6422",0,2
"6423",40,8
"6424",0,1
"6425",3,6
"6426",241,10
"6427",0,7
"6428",113,9
"6429",0,2
"6430",0,1
"6431",0,2
"6432",104,10
"6433",0,1
"6434",0,1
"6435",0,5
"6436",0,1
"6437",63,8
"6438",4,10
"6439",102,7
"6440",220,9
"6441",171,10
"6442",324,11
"6443",65,6
"6444",356,9
"6445",0,10
"6446",94,9
"6447",116,9
"6448",0,2
"6449",2,7
"6450",6,6
"6451",0,1
"6452",148,9
"6453",0,3
"6454",0,1
"6455",181,7
"6456",0,3
"6457",327,10
"6458",5,1
"6459",0,2
"6460",0,1
"6461",103,9
"6462",0,2
"6463",126,10
"6464",92,2
"6465",0,2
"6466",177,10
"6467",77,7
"6468",0,1
"6469",125,8
"6470",1,6
"6471",308,8
"6472",0,1
"6473",0,7
"6474",83,7
"6475",21,2
"6476",212,8
"6477",228,8
"6478",0,1
"6479",127,10
"6480",7,9
"6481",257,8
"6482",38,7
"6483",0,1
"6484",0,7
"6485",0,1
"6486",6,9
"6487",1,9
"6488",229,6
"6489",92,8
"6490",0,4
"6491",0,2
"6492",0,1
"6493",2,9
"6494",4,6
"6495",168,8
"6496",35,10
"6497",0,9
"6498",195,6
"6499",15,4
"6500",0,1
"6501",0,7
"6502",31,8
"6503",4,1
"6504",0,2
"6505",0,10
"6506",16,2
"6507",87,9
"6508",77,9
"6509",36,2
"6510",0,2
"6511",0,1
"6512",0,7
"6513",2,8
"6514",0,3
"6515",0,9
"6516",209,8
"6517",0,2
"6518",0,1
"6519",7,8
"6520",0,2
"6521",3,8
"6522",5,10
"6523",1,2
"6524",0,6
"6525",0,1
"6526",2,8
"6527",0,6
"6528",14,5
"6529",52,9
"6530",36,6
"6531",0,11
"6532",88,9
"6533",0,1
"6534",0,1
"6535",4,7
"6536",152,6
"6537",0,8
"6538",0,7
"6539",253,9
"6540",110,9
"6541",0,1
"6542",1,9
"6543",0,9
"6544",2,1
"6545",0,1
"6546",0,6
"6547",0,1
"6548",0,2
"6549",0,2
"6550",0,2
"6551",0,2
"6552",0,1
"6553",0,9
"6554",0,1
"6555",29,8
"6556",43,7
"6557",41,7
"6558",35,9
"6559",0,1
"6560",2,1
"6561",0,9
"6562",14,9
"6563",27,2
"6564",326,8
"6565",128,2
"6566",209,8
"6567",14,2
"6568",0,1
"6569",73,9
"6570",0,5
"6571",0,5
"6572",37,8
"6573",0,1
"6574",0,1
"6575",0,2
"6576",0,2
"6577",2,3
"6578",0,1
"6579",0,1
"6580",0,1
"6581",0,1
"6582",253,8
"6583",75,8
"6584",1,1
"6585",0,2
"6586",0,1
"6587",6,2
"6588",2,2
"6589",0,1
"6590",0,1
"6591",0,6
"6592",0,14
"6593",243,10
"6594",6,9
"6595",1,1
"6596",4,7
"6597",2,2
"6598",20,9
"6599",0,1
"6600",0,2
"6601",15,2
"6602",0,1
"6603",107,9
"6604",0,1
"6605",0,8
"6606",34,8
"6607",147,7
"6608",0,9
"6609",1,1
"6610",0,1
"6611",0,1
"6612",24,7
"6613",280,8
"6614",0,1
"6615",187,7
"6616",40,8
"6617",0,1
"6618",38,9
"6619",0,6
"6620",0,1
"6621",0,1
"6622",49,4
"6623",0,1
"6624",3,2
"6625",123,8
"6626",2,2
"6627",0,1
"6628",92,11
"6629",0,1
"6630",0,1
"6631",4,3
"6632",0,1
"6633",1,6
"6634",0,14
"6635",0,2
"6636",0,1
"6637",0,1
"6638",0,5
"6639",57,8
"6640",0,7
"6641",206,7
"6642",0,1
"6643",29,8
"6644",0,9
"6645",0,1
"6646",132,12
"6647",0,11
"6648",1,3
"6649",78,6
"6650",29,3
"6651",21,6
"6652",2,1
"6653",71,8
"6654",252,10
"6655",1,4
"6656",47,3
"6657",28,9
"6658",0,3
"6659",298,6
"6660",166,7
"6661",75,9
"6662",17,8
"6663",36,2
"6664",28,8
"6665",47,7
"6666",42,2
"6667",0,6
"6668",1,2
"6669",0,1
"6670",0,1
"6671",2,2
"6672",19,7
"6673",0,1
"6674",19,2
"6675",0,2
"6676",25,8
"6677",28,3
"6678",17,2
"6679",142,8
"6680",0,1
"6681",0,1
"6682",43,2
"6683",0,1
"6684",0,1
"6685",31,8
"6686",10,7
"6687",170,5
"6688",2,2
"6689",0,1
"6690",150,2
"6691",27,6
"6692",70,8
"6693",67,8
"6694",0,1
"6695",141,10
"6696",0,1
"6697",0,2
"6698",0,7
"6699",7,2
"6700",0,1
"6701",0,1
"6702",0,2
"6703",0,1
"6704",0,1
"6705",0,1
"6706",0,1
"6707",0,1
"6708",4,2
"6709",0,1
"6710",0,1
"6711",0,2
"6712",0,14
"6713",0,6
"6714",0,1
"6715",0,2
"6716",0,1
"6717",312,8
"6718",0,1
"6719",24,9
"6720",26,2
"6721",0,1
"6722",0,1
"6723",0,1
"6724",0,14
"6725",0,14
"6726",0,1
"6727",166,8
"6728",59,10
"6729",56,8
"6730",0,1
"6731",146,7
"6732",0,1
"6733",0,1
"6734",0,3
"6735",109,9
"6736",2,5
"6737",1,7
"6738",61,6
"6739",187,9
"6740",63,7
"6741",0,5
"6742",97,9
"6743",0,2
"6744",98,10
"6745",0,1
"6746",0,1
"6747",22,6
"6748",0,1
"6749",0,1
"6750",172,10
"6751",153,7
"6752",15,9
"6753",0,6
"6754",55,8
"6755",10,1
"6756",0,1
"6757",15,3
"6758",1,7
"6759",0,2
"6760",0,1
"6761",0,1
"6762",32,10
"6763",125,9
"6764",114,9
"6765",11,1
"6766",63,8
"6767",4,10
"6768",1,5
"6769",0,6
"6770",0,1
"6771",0,1
"6772",1,1
"6773",121,9
"6774",0,1
"6775",0,1
"6776",17,8
"6777",0,1
"6778",0,1
"6779",0,1
"6780",1,8
"6781",0,6
"6782",8,4
"6783",0,1
"6784",66,3
"6785",0,1
"6786",0,1
"6787",156,10
"6788",186,8
"6789",0,1
"6790",2,2
"6791",12,4
"6792",37,8
"6793",2,2
"6794",37,9
"6795",16,9
"6796",166,10
"6797",0,7
"6798",65,8
"6799",0,1
"6800",179,9
"6801",14,2
"6802",0,1
"6803",60,10
"6804",0,2
"6805",16,5
"6806",0,5
"6807",50,4
"6808",5,2
"6809",0,2
"6810",1,1
"6811",0,1
"6812",0,1
"6813",0,1
"6814",0,1
"6815",0,5
"6816",8,1
"6817",0,1
"6818",95,2
"6819",0,2
"6820",0,1
"6821",37,2
"6822",0,1
"6823",0,1
"6824",8,8
"6825",3,8
"6826",8,9
"6827",52,3
"6828",8,8
"6829",0,2
"6830",30,5
"6831",0,1
"6832",0,1
"6833",0,8
"6834",0,9
"6835",0,1
"6836",0,9
"6837",0,1
"6838",39,10
"6839",0,14
"6840",2,2
"6841",17,1
"6842",0,1
"6843",80,6
"6844",244,9
"6845",19,3
"6846",0,1
"6847",5,1
"6848",58,7
"6849",207,6
"6850",168,9
"6851",273,7
"6852",1,8
"6853",0,10
"6854",180,3
"6855",88,8
"6856",71,8
"6857",0,1
"6858",9,10
"6859",0,1
"6860",0,1
"6861",1,2
"6862",268,9
"6863",0,1
"6864",1,1
"6865",19,3
"6866",0,7
"6867",0,12
"6868",126,5
"6869",0,3
"6870",0,1
"6871",0,1
"6872",0,5
"6873",18,2
"6874",0,7
"6875",155,3
"6876",0,2
"6877",0,2
"6878",20,9
"6879",0,1
"6880",2,2
"6881",24,9
"6882",322,8
"6883",0,3
"6884",0,3
"6885",45,6
"6886",0,1
"6887",0,6
"6888",0,1
"6889",216,8
"6890",27,2
"6891",27,7
"6892",0,10
"6893",35,1
"6894",4,2
"6895",0,2
"6896",109,9
"6897",0,1
"6898",90,9
"6899",0,1
"6900",0,1
"6901",32,8
"6902",6,7
"6903",0,1
"6904",198,3
"6905",56,6
"6906",0,1
"6907",7,7
"6908",155,9
"6909",1,1
"6910",0,2
"6911",0,6
"6912",0,7
"6913",0,1
"6914",55,9
"6915",0,1
"6916",0,2
"6917",0,1
"6918",163,12
"6919",93,8
"6920",0,1
"6921",13,2
"6922",47,4
"6923",0,2
"6924",6,2
"6925",118,8
"6926",1,2
"6927",0,1
"6928",1,4
"6929",0,2
"6930",23,2
"6931",8,2
"6932",17,2
"6933",68,9
"6934",10,7
"6935",1,3
"6936",0,1
"6937",0,1
"6938",13,6
"6939",71,6
"6940",0,1
"6941",260,9
"6942",301,5
"6943",15,2
"6944",0,2
"6945",0,2
"6946",12,2
"6947",0,2
"6948",42,7
"6949",0,8
"6950",35,2
"6951",0,1
"6952",3,8
"6953",0,1
"6954",0,10
"6955",0,1
"6956",0,1
"6957",154,11
"6958",0,1
"6959",1,2
"6960",0,3
"6961",0,1
"6962",23,11
"6963",0,2
"6964",59,7
"6965",1,2
"6966",0,1
"6967",4,12
"6968",0,2
"6969",0,10
"6970",0,1
"6971",0,1
"6972",70,10
"6973",2,7
"6974",0,3
"6975",192,8
"6976",8,2
"6977",0,6
"6978",0,6
"6979",15,6
"6980",150,8
"6981",0,1
"6982",0,1
"6983",10,2
"6984",12,3
"6985",0,3
"6986",124,8
"6987",154,8
"6988",241,9
"6989",0,8
"6990",0,1
"6991",16,4
"6992",2,2
"6993",0,3
"6994",0,1
"6995",3,3
"6996",34,1
"6997",0,2
"6998",31,7
"6999",99,7
"7000",118,3
"7001",2,2
"7002",0,2
"7003",0,10
"7004",243,3
"7005",31,7
"7006",4,8
"7007",198,8
"7008",0,1
"7009",0,1
"7010",175,9
"7011",0,1
"7012",254,7
"7013",10,11
"7014",6,8
"7015",0,2
"7016",3,2
"7017",0,1
"7018",16,3
"7019",0,2
"7020",137,8
"7021",230,6
"7022",80,2
"7023",96,7
"7024",0,1
"7025",0,1
"7026",46,2
"7027",73,9
"7028",22,4
"7029",0,1
"7030",0,2
"7031",0,1
"7032",0,3
"7033",0,1
"7034",91,6
"7035",69,3
"7036",5,8
"7037",0,1
"7038",0,1
"7039",0,1
"7040",3,5
"7041",0,2
"7042",0,1
"7043",136,9
"7044",0,1
"7045",38,8
"7046",45,8
"7047",1,9
"7048",0,1
"7049",0,1
"7050",8,2
"7051",0,1
"7052",107,7
"7053",67,9
"7054",72,7
"7055",130,10
"7056",0,1
"7057",55,10
"7058",0,2
"7059",0,2
"7060",283,7
"7061",0,1
"7062",137,10
"7063",0,3
"7064",66,8
