"","aged","bwtr14"
"13552",0,1
"13553",0,2
"13554",16,7
"13555",0,1
"13556",0,1
"13557",174,10
"13558",123,9
"13559",91,8
"13560",0,4
"13561",0,2
"13562",235,6
"13563",0,6
"13564",123,9
"13565",0,1
"13566",0,1
"13567",12,3
"13568",1,1
"13569",11,2
"13570",0,1
"13571",1,9
"13572",0,2
"13573",1,9
"13574",96,8
"13575",0,1
"13576",2,8
"13577",24,2
"13578",0,2
"13579",0,3
"13580",0,1
"13581",0,9
"13582",20,2
"13583",21,10
"13584",0,2
"13585",0,2
"13586",38,8
"13587",0,6
"13588",9,2
"13589",0,1
"13590",0,1
"13591",0,7
"13592",0,2
"13593",0,1
"13594",0,2
"13595",0,2
"13596",160,1
"13597",0,2
"13598",0,2
"13599",40,8
"13600",310,9
"13601",40,6
"13602",0,10
"13603",0,2
"13604",12,2
"13605",13,6
"13606",0,1
"13607",69,10
"13608",2,4
"13609",2,10
"13610",3,1
"13611",64,3
"13612",5,3
"13613",20,9
"13614",311,9
"13615",73,3
"13616",0,1
"13617",0,4
"13618",0,1
"13619",205,9
"13620",0,10
"13621",0,1
"13622",123,8
"13623",19,8
"13624",32,6
"13625",103,6
"13626",60,9
"13627",202,9
"13628",0,6
"13629",0,1
"13630",0,1
"13631",87,8
"13632",0,1
"13633",0,1
"13634",36,3
"13635",0,8
"13636",3,10
"13637",0,2
"13638",1,2
"13639",15,2
"13640",0,1
"13641",0,1
"13642",0,1
"13643",0,2
"13644",0,2
"13645",0,2
"13646",0,1
"13647",33,2
"13648",228,3
"13649",0,1
"13650",0,2
"13651",0,2
"13652",0,2
"13653",11,8
"13654",0,5
"13655",9,6
"13656",0,1
"13657",83,8
"13658",213,6
"13659",0,1
"13660",69,1
"13661",15,2
"13662",148,5
"13663",142,7
"13664",50,10
"13665",2,8
"13666",191,10
"13667",175,10
"13668",0,4
"13669",0,1
"13670",0,2
"13671",0,5
"13672",58,2
"13673",0,1
"13674",2,2
"13675",8,9
"13676",10,9
"13677",49,6
"13678",0,1
"13679",27,2
"13680",1,7
"13681",72,8
"13682",3,8
"13683",0,14
"13684",0,6
"13685",228,9
"13686",58,9
"13687",0,2
"13688",0,1
"13689",0,2
"13690",18,9
"13691",14,5
"13692",0,1
"13693",184,8
"13694",1,1
"13695",20,1
"13696",5,1
"13697",29,2
"13698",12,1
"13699",10,2
"13700",51,8
"13701",84,9
"13702",0,1
"13703",49,5
"13704",71,9
"13705",282,9
"13706",15,6
"13707",2,3
"13708",5,3
"13709",0,2
"13710",0,4
"13711",0,2
"13712",0,1
"13713",0,1
"13714",0,3
"13715",57,9
"13716",0,2
"13717",21,8
"13718",46,8
"13719",0,2
"13720",72,9
"13721",0,2
"13722",3,9
"13723",0,2
"13724",0,2
"13725",0,1
"13726",31,11
"13727",0,1
"13728",6,10
"13729",0,3
"13730",0,1
"13731",0,1
"13732",0,2
"13733",3,2
"13734",2,2
"13735",42,7
"13736",0,9
"13737",26,5
"13738",26,2
"13739",6,1
"13740",0,1
"13741",50,3
"13742",1,7
"13743",39,3
"13744",0,1
"13745",4,2
"13746",0,1
"13747",0,1
"13748",115,3
"13749",14,4
"13750",7,1
"13751",0,1
"13752",0,2
"13753",0,1
"13754",57,8
"13755",291,9
"13756",11,9
"13757",39,2
"13758",9,1
"13759",208,9
"13760",117,10
"13761",58,9
"13762",0,2
"13763",0,1
"13764",29,8
"13765",0,1
"13766",0,1
"13767",11,10
"13768",52,8
"13769",0,1
"13770",0,1
"13771",5,6
"13772",0,1
"13773",0,1
"13774",184,7
"13775",27,6
"13776",17,9
"13777",0,1
"13778",0,1
"13779",17,8
"13780",58,6
"13781",30,2
"13782",48,9
"13783",0,1
"13784",0,2
"13785",0,6
"13786",178,10
"13787",127,2
"13788",0,1
"13789",0,1
"13790",0,2
"13791",0,1
"13792",0,1
"13793",0,3
"13794",0,2
"13795",0,2
"13796",1,7
"13797",1,2
"13798",142,2
"13799",45,10
"13800",164,8
"13801",40,8
"13802",64,10
"13803",42,9
"13804",276,2
"13805",0,2
"13806",278,11
"13807",0,2
"13808",67,8
"13809",0,8
"13810",6,2
"13811",43,2
"13812",305,9
"13813",0,2
"13814",0,5
"13815",27,7
"13816",0,1
"13817",1,8
"13818",77,9
"13819",0,2
"13820",0,1
"13821",0,6
"13822",1,8
"13823",0,1
"13824",0,1
"13825",82,10
"13826",77,9
"13827",0,1
"13828",0,1
"13829",0,1
"13830",0,1
"13831",53,9
"13832",0,1
"13833",0,1
"13834",0,2
"13835",0,1
"13836",0,2
"13837",6,9
"13838",0,1
"13839",0,1
"13840",0,5
"13841",97,5
"13842",0,3
"13843",0,1
"13844",164,8
"13845",0,4
"13846",11,6
"13847",0,7
"13848",28,6
"13849",0,2
"13850",10,5
"13851",0,6
"13852",0,1
"13853",57,9
"13854",4,2
"13855",144,6
"13856",15,2
"13857",25,8
"13858",0,2
"13859",112,2
"13860",0,2
"13861",1,3
"13862",0,1
"13863",0,2
"13864",0,2
"13865",11,3
"13866",0,1
"13867",0,1
"13868",0,14
"13869",0,2
"13870",1,2
"13871",95,2
"13872",0,1
"13873",23,2
"13874",0,2
"13875",49,8
"13876",0,2
"13877",0,2
"13878",0,8
"13879",0,2
"13880",2,2
"13881",0,1
"13882",77,6
"13883",0,5
"13884",74,2
"13885",117,8
"13886",16,2
"13887",0,1
"13888",179,2
"13889",79,6
"13890",0,2
"13891",52,10
"13892",52,9
"13893",51,9
"13894",355,9
"13895",65,11
"13896",54,7
"13897",3,10
"13898",60,8
"13899",0,1
"13900",0,1
"13901",0,1
"13902",136,9
"13903",3,2
"13904",2,9
"13905",25,7
"13906",166,4
"13907",1,6
"13908",0,2
"13909",0,2
"13910",0,1
"13911",0,2
"13912",54,2
"13913",52,3
"13914",97,2
"13915",30,1
"13916",188,2
"13917",7,3
"13918",0,4
"13919",0,1
"13920",209,9
"13921",3,9
"13922",1,2
"13923",0,7
"13924",8,7
"13925",5,5
"13926",190,2
"13927",18,11
"13928",0,2
"13929",2,1
"13930",0,2
"13931",1,2
"13932",0,1
"13933",0,2
"13934",0,2
"13935",57,2
"13936",27,8
"13937",0,1
"13938",0,1
"13939",22,9
"13940",0,1
"13941",0,1
"13942",106,10
"13943",8,10
"13944",4,3
"13945",0,7
"13946",0,2
"13947",0,2
"13948",0,1
"13949",6,7
"13950",228,8
"13951",23,7
"13952",38,3
"13953",0,8
"13954",0,1
"13955",0,2
"13956",257,8
"13957",51,9
"13958",1,2
"13959",0,1
"13960",1,2
"13961",0,2
"13962",0,2
"13963",0,3
"13964",0,2
"13965",27,3
"13966",0,2
"13967",129,8
"13968",4,8
"13969",0,6
"13970",0,2
"13971",0,10
"13972",18,9
"13973",109,9
"13974",2,2
"13975",325,6
"13976",10,8
"13977",36,7
"13978",0,1
"13979",1,8
"13980",1,8
"13981",9,6
"13982",44,3
"13983",0,1
"13984",0,4
"13985",12,9
"13986",55,2
"13987",69,7
"13988",0,2
"13989",26,9
"13990",32,9
"13991",88,7
"13992",152,2
"13993",31,2
"13994",223,3
"13995",147,10
"13996",69,7
"13997",175,1
"13998",256,9
"13999",36,7
"14000",1,2
"14001",0,4
"14002",0,1
"14003",88,9
"14004",12,7
"14005",0,1
"14006",23,3
"14007",0,1
"14008",0,1
"14009",0,2
"14010",0,3
"14011",110,7
"14012",5,2
"14013",0,2
"14014",5,2
"14015",3,11
"14016",34,3
"14017",0,1
"14018",8,2
"14019",9,8
"14020",0,2
"14021",0,2
"14022",7,2
"14023",0,2
"14024",0,1
"14025",16,2
"14026",0,2
"14027",14,2
"14028",63,8
"14029",79,7
"14030",0,1
"14031",0,1
"14032",203,6
"14033",0,7
"14034",5,4
"14035",46,2
"14036",0,2
"14037",2,8
"14038",0,6
"14039",0,2
"14040",2,1
"14041",0,2
"14042",170,7
"14043",0,1
"14044",1,2
"14045",8,2
"14046",80,5
"14047",2,11
"14048",252,8
"14049",2,2
"14050",0,2
"14051",0,2
"14052",0,1
"14053",0,4
"14054",0,1
"14055",2,4
"14056",0,1
"14057",0,1
"14058",0,2
"14059",0,9
"14060",0,1
"14061",3,2
"14062",49,8
"14063",5,2
"14064",100,10
"14065",0,2
"14066",0,8
"14067",2,2
"14068",2,1
"14069",2,7
"14070",2,2
"14071",0,2
"14072",128,10
"14073",22,7
"14074",171,6
"14075",0,1
"14076",9,6
"14077",68,8
"14078",33,6
"14079",1,8
"14080",26,2
"14081",0,3
"14082",0,2
"14083",0,4
"14084",17,7
"14085",1,8
"14086",52,3
"14087",0,1
"14088",0,9
"14089",0,1
"14090",3,8
"14091",10,2
"14092",210,8
"14093",0,4
"14094",1,7
"14095",122,9
"14096",60,9
"14097",32,3
"14098",86,7
"14099",0,6
"14100",21,2
"14101",17,8
"14102",167,8
"14103",0,2
"14104",112,8
"14105",36,7
"14106",28,9
"14107",1,6
"14108",30,1
"14109",2,3
"14110",0,7
"14111",15,7
"14112",128,5
"14113",167,4
"14114",26,2
"14115",14,2
"14116",9,2
"14117",8,10
"14118",0,1
"14119",0,7
"14120",38,2
"14121",11,4
"14122",24,2
"14123",0,1
"14124",0,1
"14125",93,7
"14126",2,1
"14127",40,3
"14128",52,7
"14129",151,2
"14130",0,10
"14131",0,4
"14132",0,2
"14133",37,2
"14134",0,2
"14135",47,2
"14136",2,2
"14137",196,10
"14138",0,2
"14139",245,7
"14140",0,6
"14141",0,2
"14142",204,7
"14143",0,2
"14144",6,2
"14145",0,1
"14146",0,4
"14147",0,2
"14148",23,4
"14149",11,9
"14150",0,1
"14151",60,10
"14152",0,1
"14153",45,2
"14154",53,2
"14155",2,1
"14156",15,3
"14157",14,3
"14158",127,4
"14159",3,9
"14160",88,6
"14161",1,2
"14162",11,2
"14163",0,6
"14164",69,9
"14165",65,10
"14166",0,2
"14167",0,2
"14168",9,2
"14169",0,10
"14170",12,4
"14171",11,10
"14172",0,1
"14173",117,9
"14174",136,11
"14175",18,2
"14176",0,1
"14177",97,9
"14178",134,8
"14179",91,10
"14180",0,1
"14181",62,8
"14182",4,6
"14183",0,1
"14184",0,2
"14185",69,9
"14186",0,7
"14187",13,8
"14188",0,1
"14189",9,1
"14190",1,2
"14191",0,5
"14192",0,2
"14193",0,1
"14194",3,10
"14195",0,1
"14196",0,2
"14197",50,2
"14198",0,7
"14199",0,1
"14200",91,9
"14201",0,1
"14202",33,9
"14203",33,8
"14204",105,2
"14205",0,2
"14206",98,6
"14207",7,8
"14208",0,2
"14209",1,7
"14210",0,2
"14211",0,9
"14212",7,4
"14213",2,2
"14214",2,2
"14215",0,2
"14216",26,9
"14217",158,6
"14218",0,1
"14219",192,10
"14220",36,8
"14221",116,7
"14222",28,3
"14223",0,1
"14224",0,3
"14225",133,9
"14226",156,9
"14227",0,2
"14228",177,2
"14229",6,2
"14230",202,6
"14231",73,2
"14232",11,9
"14233",0,1
"14234",3,3
"14235",46,1
"14236",0,1
"14237",4,7
"14238",20,6
"14239",0,5
"14240",6,8
"14241",135,2
"14242",0,3
"14243",200,1
"14244",0,2
"14245",0,1
"14246",134,2
"14247",0,9
"14248",53,9
"14249",19,9
"14250",248,8
"14251",0,8
"14252",6,11
"14253",58,3
"14254",46,6
"14255",6,2
"14256",23,3
"14257",0,2
"14258",0,2
"14259",8,9
"14260",1,11
"14261",102,5
"14262",9,2
"14263",0,2
"14264",0,1
"14265",0,1
"14266",44,8
"14267",1,3
"14268",28,9
"14269",30,9
"14270",31,2
"14271",87,9
"14272",86,7
"14273",1,7
"14274",1,2
"14275",4,6
"14276",126,7
"14277",0,1
"14278",216,9
"14279",0,2
"14280",1,9
"14281",1,8
"14282",83,8
"14283",0,1
"14284",3,2
"14285",9,4
"14286",0,1
"14287",0,2
"14288",0,1
"14289",0,1
"14290",150,9
"14291",12,6
"14292",0,8
"14293",111,7
"14294",122,12
"14295",30,7
"14296",1,2
"14297",3,1
"14298",0,2
"14299",0,5
"14300",2,2
"14301",0,2
"14302",0,3
"14303",3,1
"14304",0,1
"14305",0,2
"14306",41,8
"14307",72,8
"14308",0,1
"14309",0,3
"14310",49,2
"14311",5,9
"14312",141,9
"14313",21,8
"14314",0,2
"14315",1,2
"14316",107,9
"14317",185,9
"14318",26,9
"14319",1,7
"14320",2,3
"14321",0,8
"14322",99,10
"14323",0,2
"14324",2,4
"14325",0,2
"14326",7,8
"14327",60,9
"14328",0,6
"14329",0,1
"14330",262,3
"14331",5,4
"14332",0,4
"14333",1,2
"14334",1,2
"14335",0,1
"14336",90,2
"14337",2,2
"14338",103,5
"14339",14,2
"14340",154,6
"14341",41,2
"14342",0,8
"14343",0,2
"14344",0,1
"14345",0,1
"14346",0,1
"14347",174,9
"14348",10,10
"14349",1,2
"14350",245,9
"14351",1,10
"14352",0,10
"14353",0,7
"14354",4,2
"14355",13,2
"14356",25,5
"14357",166,9
"14358",127,8
"14359",5,8
"14360",2,8
"14361",0,5
"14362",109,9
"14363",4,3
"14364",59,2
"14365",0,1
"14366",0,1
"14367",1,7
"14368",171,7
"14369",112,7
"14370",161,8
"14371",0,1
"14372",15,5
"14373",2,1
"14374",13,2
"14375",1,3
"14376",0,1
"14377",71,9
"14378",0,1
"14379",0,1
"14380",8,11
"14381",0,2
"14382",113,7
"14383",286,10
"14384",27,9
"14385",0,6
"14386",1,3
"14387",211,9
"14388",28,2
"14389",10,11
"14390",118,9
"14391",51,7
"14392",40,3
"14393",1,9
"14394",11,2
"14395",2,6
"14396",68,6
"14397",0,2
"14398",0,7
"14399",0,3
"14400",59,8
"14401",72,8
"14402",1,6
"14403",47,8
"14404",0,1
"14405",0,5
"14406",249,6
"14407",0,1
"14408",0,2
"14409",0,4
"14410",60,8
"14411",0,1
"14412",2,6
"14413",8,11
"14414",190,3
"14415",0,1
"14416",0,6
"14417",54,9
"14418",1,2
"14419",0,2
"14420",101,9
"14421",0,2
"14422",0,8
"14423",6,2
"14424",0,7
"14425",0,14
"14426",50,3
"14427",43,8
"14428",46,9
"14429",11,8
"14430",0,1
"14431",0,6
"14432",9,2
"14433",3,8
"14434",0,3
"14435",310,3
"14436",286,10
"14437",0,8
"14438",18,9
"14439",0,6
"14440",145,9
"14441",103,9
"14442",150,9
"14443",0,2
"14444",233,9
"14445",0,1
"14446",0,2
"14447",0,1
"14448",252,9
"14449",0,5
"14450",48,8
"14451",42,9
"14452",63,4
"14453",324,6
"14454",13,4
"14455",84,9
"14456",301,9
"14457",57,10
"14458",0,1
"14459",133,8
"14460",0,2
"14461",0,6
"14462",180,9
"14463",1,2
"14464",12,6
"14465",0,1
"14466",5,9
"14467",18,8
"14468",59,10
"14469",0,2
"14470",0,2
"14471",44,8
"14472",105,8
"14473",125,9
"14474",0,4
"14475",73,7
"14476",0,5
"14477",53,7
"14478",0,1
"14479",0,1
"14480",111,9
"14481",91,8
"14482",0,1
"14483",30,9
"14484",17,9
"14485",50,9
"14486",0,1
"14487",106,8
"14488",0,7
"14489",330,4
"14490",90,8
"14491",0,1
"14492",10,8
"14493",0,1
"14494",3,1
"14495",1,8
"14496",259,10
"14497",126,3
"14498",0,7
"14499",111,6
"14500",22,3
"14501",0,2
"14502",0,1
"14503",55,8
"14504",55,3
"14505",0,1
"14506",48,8
"14507",282,6
"14508",52,2
"14509",0,1
"14510",116,6
"14511",0,1
"14512",5,10
"14513",0,9
"14514",10,9
"14515",28,2
"14516",73,7
"14517",113,3
"14518",31,3
"14519",0,1
"14520",17,3
"14521",5,2
"14522",0,7
"14523",0,1
"14524",36,9
"14525",92,9
"14526",0,8
"14527",1,3
"14528",137,6
"14529",131,8
"14530",3,6
"14531",0,7
"14532",15,7
"14533",0,1
"14534",72,7
"14535",0,1
"14536",67,3
"14537",0,1
"14538",0,1
"14539",54,10
"14540",234,8
"14541",336,7
"14542",70,9
"14543",0,2
"14544",37,8
"14545",34,9
"14546",24,9
"14547",57,8
"14548",0,8
"14549",0,2
"14550",6,2
"14551",0,2
"14552",47,6
"14553",41,9
"14554",38,8
"14555",0,2
"14556",0,8
"14557",55,7
"14558",10,2
"14559",35,3
"14560",0,1
"14561",87,8
"14562",0,1
"14563",0,1
"14564",221,9
"14565",0,2
"14566",0,14
"14567",0,14
"14568",10,9
"14569",79,10
"14570",0,1
"14571",0,1
"14572",0,2
"14573",16,2
"14574",15,5
"14575",0,14
"14576",8,9
"14577",27,10
"14578",0,1
"14579",0,3
"14580",70,10
"14581",0,2
"14582",28,4
"14583",7,9
"14584",73,7
"14585",4,4
"14586",31,7
"14587",0,1
"14588",1,1
"14589",0,2
"14590",76,7
"14591",0,2
"14592",0,1
"14593",131,8
"14594",55,10
"14595",57,8
"14596",0,1
"14597",195,9
"14598",0,1
"14599",0,1
"14600",79,8
"14601",0,2
"14602",148,3
"14603",0,1
"14604",0,9
"14605",0,1
"14606",1,2
"14607",0,1
"14608",0,5
"14609",0,1
"14610",6,2
"14611",13,9
"14612",0,2
"14613",0,2
"14614",314,11
"14615",0,1
"14616",0,1
"14617",0,1
"14618",0,1
"14619",21,3
"14620",52,9
"14621",0,1
"14622",24,9
"14623",100,7
"14624",0,1
"14625",0,1
"14626",31,9
"14627",0,6
"14628",13,9
"14629",0,1
"14630",0,3
"14631",27,7
"14632",0,2
"14633",0,6
"14634",0,2
"14635",3,8
"14636",4,1
"14637",45,8
"14638",41,8
"14639",10,2
"14640",9,2
"14641",0,1
"14642",0,9
"14643",5,4
"14644",3,3
"14645",83,9
"14646",0,1
"14647",53,8
"14648",0,1
"14649",0,1
"14650",0,1
"14651",35,4
"14652",155,7
"14653",0,1
"14654",0,1
"14655",7,6
"14656",0,6
"14657",38,9
"14658",25,3
"14659",0,1
"14660",0,1
"14661",0,1
"14662",0,5
"14663",0,1
"14664",0,2
"14665",0,8
"14666",0,1
"14667",62,9
"14668",0,2
"14669",0,3
"14670",0,1
"14671",0,1
"14672",0,1
"14673",1,1
"14674",13,6
"14675",18,2
"14676",0,1
"14677",18,2
"14678",80,9
"14679",260,6
"14680",0,3
"14681",0,9
"14682",104,11
"14683",65,9
"14684",8,7
"14685",5,8
"14686",0,3
"14687",82,7
"14688",2,6
"14689",282,12
"14690",64,8
"14691",0,2
"14692",0,2
"14693",1,2
"14694",0,1
"14695",35,7
"14696",0,1
"14697",0,4
"14698",117,10
"14699",16,3
"14700",28,7
"14701",0,1
"14702",0,2
"14703",10,2
"14704",185,6
"14705",0,2
"14706",0,1
"14707",4,7
"14708",0,1
"14709",0,1
"14710",25,8
"14711",110,2
"14712",0,2
"14713",0,1
"14714",0,1
"14715",0,1
"14716",267,8
"14717",0,1
"14718",1,2
"14719",0,9
"14720",46,2
"14721",49,2
"14722",0,1
"14723",35,10
"14724",0,1
"14725",0,2
"14726",13,9
"14727",115,4
"14728",347,10
"14729",16,3
"14730",0,1
"14731",0,1
"14732",0,1
"14733",0,1
"14734",2,7
"14735",324,2
"14736",52,9
"14737",0,2
"14738",0,6
"14739",220,10
"14740",67,8
"14741",0,2
"14742",126,9
"14743",1,2
"14744",27,2
"14745",0,1
"14746",2,2
"14747",3,3
"14748",0,1
"14749",0,6
"14750",0,1
"14751",0,1
"14752",0,1
"14753",0,2
"14754",0,1
"14755",30,9
"14756",0,1
"14757",0,1
"14758",22,9
"14759",0,3
"14760",0,2
"14761",0,2
"14762",4,4
"14763",160,11
"14764",0,1
"14765",0,2
"14766",71,9
"14767",189,8
"14768",51,2
"14769",0,2
"14770",296,9
"14771",45,9
"14772",0,1
"14773",0,14
"14774",0,2
"14775",0,2
"14776",0,1
"14777",3,3
"14778",0,2
"14779",0,1
"14780",0,1
"14781",104,9
"14782",0,1
"14783",0,1
"14784",0,1
"14785",0,1
"14786",0,1
"14787",0,1
"14788",0,1
"14789",168,10
"14790",48,8
"14791",266,9
"14792",268,10
"14793",213,6
"14794",22,7
"14795",0,6
"14796",68,7
"14797",157,9
"14798",25,9
"14799",0,6
"14800",34,10
"14801",0,1
"14802",2,7
"14803",189,10
"14804",0,1
"14805",0,8
"14806",0,1
"14807",0,2
"14808",12,2
"14809",2,2
"14810",53,10
"14811",60,8
"14812",68,7
"14813",0,1
"14814",0,5
"14815",17,3
"14816",31,8
"14817",0,1
"14818",0,5
"14819",27,9
"14820",0,1
"14821",0,1
"14822",0,6
"14823",4,6
"14824",3,2
"14825",0,1
"14826",4,2
"14827",28,5
"14828",0,1
"14829",104,7
"14830",3,1
"14831",32,8
"14832",0,1
"14833",160,2
"14834",307,10
"14835",99,8
"14836",117,8
"14837",0,1
"14838",0,1
"14839",0,1
"14840",0,1
"14841",0,1
"14842",0,8
"14843",3,4
"14844",0,1
"14845",0,1
"14846",2,1
"14847",0,1
"14848",0,1
"14849",52,8
"14850",142,9
"14851",0,1
"14852",0,6
"14853",0,1
"14854",0,2
"14855",0,2
"14856",138,5
"14857",155,7
"14858",9,8
"14859",0,1
"14860",0,2
"14861",11,6
"14862",70,7
"14863",8,6
"14864",1,6
"14865",0,1
"14866",0,1
"14867",0,1
"14868",8,9
"14869",57,8
"14870",21,7
"14871",0,3
"14872",165,8
"14873",0,1
"14874",0,1
"14875",24,6
"14876",0,1
"14877",0,3
"14878",63,9
"14879",0,2
"14880",0,1
"14881",0,1
"14882",18,8
"14883",43,8
"14884",8,11
"14885",11,4
"14886",0,6
"14887",0,2
"14888",0,8
"14889",154,8
"14890",0,6
"14891",39,7
"14892",31,2
"14893",71,10
"14894",6,5
"14895",0,1
"14896",7,2
"14897",68,7
"14898",0,1
"14899",0,7
"14900",0,1
"14901",17,3
"14902",0,1
"14903",22,2
"14904",22,6
"14905",0,3
"14906",231,4
"14907",0,2
"14908",0,1
"14909",0,1
"14910",11,1
"14911",15,9
"14912",0,2
"14913",51,12
"14914",173,2
"14915",0,1
"14916",7,1
"14917",91,7
"14918",120,7
"14919",7,1
"14920",0,1
"14921",0,1
"14922",131,8
"14923",25,10
"14924",31,8
"14925",0,2
"14926",5,7
"14927",0,6
"14928",170,8
"14929",3,3
"14930",14,8
"14931",0,1
"14932",172,8
"14933",34,8
"14934",11,2
"14935",0,1
"14936",0,4
"14937",1,3
"14938",3,3
"14939",15,2
"14940",92,8
"14941",60,8
"14942",51,10
"14943",0,1
"14944",0,1
"14945",31,1
"14946",38,5
"14947",99,9
"14948",0,1
"14949",38,8
"14950",0,6
"14951",113,4
"14952",0,6
"14953",0,1
"14954",0,1
"14955",0,1
"14956",0,1
"14957",0,6
"14958",0,1
"14959",71,7
"14960",7,7
"14961",226,9
"14962",18,11
"14963",0,1
"14964",67,8
"14965",88,11
"14966",9,2
"14967",8,7
"14968",77,3
"14969",0,2
"14970",13,4
"14971",0,3
"14972",0,1
"14973",0,7
"14974",3,9
"14975",48,8
"14976",11,2
"14977",1,2
"14978",0,1
"14979",0,1
"14980",3,8
"14981",88,9
"14982",274,8
"14983",0,1
"14984",0,1
"14985",0,1
"14986",2,5
"14987",19,8
"14988",343,8
"14989",27,2
"14990",77,11
"14991",0,2
"14992",34,6
"14993",0,2
"14994",2,3
"14995",106,9
"14996",0,1
"14997",10,2
"14998",47,9
"14999",0,9
"15000",0,14
"15001",9,5
"15002",0,1
"15003",0,1
"15004",0,2
"15005",0,1
"15006",173,10
"15007",6,6
"15008",97,8
"15009",231,8
"15010",228,9
"15011",0,1
"15012",0,1
"15013",0,1
"15014",8,3
"15015",0,1
"15016",1,8
"15017",0,1
"15018",112,9
"15019",85,7
"15020",0,1
"15021",0,6
"15022",9,8
"15023",0,2
"15024",0,1
"15025",0,1
"15026",0,7
"15027",188,10
"15028",1,2
"15029",30,9
"15030",278,9
"15031",0,1
"15032",0,1
"15033",3,5
"15034",45,9
"15035",0,1
"15036",0,1
"15037",115,9
"15038",0,1
"15039",66,7
"15040",41,7
"15041",71,5
"15042",0,1
"15043",0,2
"15044",17,5
"15045",0,1
"15046",0,1
"15047",0,2
"15048",0,2
"15049",64,3
"15050",0,1
"15051",37,3
"15052",15,8
"15053",39,10
"15054",1,1
"15055",28,4
"15056",185,9
"15057",0,1
"15058",0,9
"15059",6,6
"15060",0,1
"15061",0,1
"15062",52,8
"15063",0,1
"15064",53,8
"15065",0,8
"15066",0,1
"15067",67,8
"15068",7,9
"15069",0,2
"15070",1,2
"15071",0,1
"15072",0,1
"15073",71,11
"15074",0,7
"15075",107,3
"15076",0,2
"15077",0,1
"15078",0,2
"15079",7,11
"15080",255,5
"15081",0,1
"15082",5,7
"15083",11,3
"15084",0,4
"15085",0,1
"15086",109,7
"15087",0,1
"15088",13,4
"15089",82,9
"15090",0,2
"15091",168,4
"15092",0,1
"15093",6,7
"15094",40,7
"15095",0,1
"15096",300,7
"15097",0,2
"15098",1,2
"15099",0,2
"15100",0,2
"15101",1,3
"15102",346,9
"15103",0,1
"15104",355,8
"15105",79,7
"15106",0,1
"15107",37,11
"15108",0,1
"15109",0,1
"15110",1,2
"15111",179,10
"15112",0,1
"15113",0,7
"15114",102,9
"15115",0,1
"15116",13,9
"15117",0,1
"15118",0,7
"15119",144,6
"15120",0,7
"15121",11,3
"15122",42,9
"15123",0,8
"15124",273,11
"15125",51,3
"15126",0,1
"15127",0,11
"15128",0,9
"15129",16,9
"15130",56,9
"15131",0,1
"15132",1,2
"15133",2,2
"15134",6,5
"15135",3,5
"15136",173,3
"15137",11,9
"15138",0,8
"15139",0,1
"15140",0,1
"15141",12,8
"15142",5,7
"15143",0,1
"15144",0,6
"15145",7,3
"15146",0,14
"15147",331,11
"15148",9,1
"15149",0,5
"15150",0,5
"15151",0,6
"15152",104,10
"15153",93,9
"15154",0,1
"15155",77,8
"15156",4,2
"15157",12,9
"15158",0,1
"15159",0,1
"15160",0,1
"15161",0,1
"15162",1,6
"15163",0,4
"15164",10,10
"15165",0,1
"15166",6,8
"15167",3,2
"15168",13,9
"15169",0,1
"15170",1,7
"15171",0,1
"15172",131,9
"15173",13,9
"15174",0,1
"15175",41,5
"15176",13,10
"15177",0,2
"15178",0,1
"15179",87,9
"15180",7,7
"15181",0,1
"15182",0,1
"15183",0,1
"15184",83,9
"15185",108,7
"15186",0,1
"15187",60,7
"15188",0,2
"15189",116,11
"15190",0,2
"15191",0,1
"15192",73,9
"15193",38,9
"15194",45,8
"15195",0,2
"15196",13,2
"15197",0,1
"15198",2,8
"15199",1,10
"15200",25,8
"15201",48,8
"15202",0,8
"15203",0,2
"15204",0,1
"15205",14,9
"15206",134,1
"15207",0,8
"15208",0,1
"15209",0,1
"15210",0,1
"15211",0,2
"15212",0,1
"15213",1,6
"15214",20,2
"15215",17,9
"15216",63,10
"15217",0,4
"15218",5,9
"15219",0,2
"15220",13,8
"15221",0,8
"15222",237,9
"15223",0,1
"15224",0,1
"15225",1,7
"15226",110,1
"15227",58,7
"15228",3,9
"15229",74,4
"15230",0,8
"15231",54,9
"15232",0,2
"15233",0,7
"15234",12,3
"15235",200,8
"15236",9,1
"15237",0,1
"15238",0,1
"15239",24,9
"15240",0,1
"15241",3,4
"15242",2,1
"15243",80,9
"15244",40,10
"15245",3,8
"15246",0,1
"15247",0,2
"15248",0,1
"15249",0,2
"15250",44,2
"15251",0,1
"15252",0,2
"15253",319,6
"15254",0,1
"15255",0,1
"15256",229,10
"15257",106,9
"15258",65,7
"15259",24,8
"15260",0,2
"15261",12,2
"15262",57,2
"15263",200,9
"15264",9,5
"15265",2,9
"15266",32,9
"15267",0,1
"15268",36,6
"15269",4,2
"15270",0,2
"15271",0,1
"15272",0,1
"15273",0,6
"15274",0,6
"15275",0,1
"15276",0,1
"15277",0,1
"15278",0,2
"15279",0,1
"15280",192,10
"15281",134,8
"15282",11,10
"15283",1,2
"15284",53,9
"15285",0,1
"15286",193,8
"15287",96,4
"15288",102,8
"15289",0,2
"15290",0,9
"15291",53,8
"15292",109,12
"15293",24,11
"15294",1,1
"15295",333,9
"15296",109,9
"15297",0,6
"15298",0,1
"15299",1,3
